date,venue,round,round_label,season,home_team,home_score,home_margin,home_win_odds,home_win_paid,home_line_odds,home_line_paid,away_team,away_score,away_margin,away_win_odds,away_win_paid,away_line_odds,away_line_paid
2014-06-15,MCG,13.0,2014 Round 13,2014,Bombers,77,-1,1.40,0.00,-16.5,0.00,Demons,78,+1,3.05,3.05,+16.5,1.91
2014-06-20,MCG,14.0,2014 Round 14,2014,Tigers,51,-11,5.00,0.00,+28.5,1.91,Swans,62,+11,1.19,1.19,-28.5,0.00
2014-06-21,Adelaide,14.0,2014 Round 14,2014,Power,128,+72,1.07,1.07,-45.5,1.91,Bulldogs,56,-72,8.50,0.00,+45.5,0.00
2014-06-21,MCG,14.0,2014 Round 14,2014,Hawks,115,+29,1.35,1.35,-19.5,1.91,Magpies,86,-29,3.20,0.00,+19.5,0.00
2014-06-21,Metricon,14.0,2014 Round 14,2014,Suns,118,+40,2.65,2.65,+13.5,1.91,Cats,78,-40,1.48,0.00,-13.5,0.00
2014-06-21,Domain,14.0,2014 Round 14,2014,Dockers,105,+83,1.03,1.03,-55.5,1.91,Lions,22,-83,13.00,0.00,+55.5,0.00
2014-06-21,Marvel,14.0,2014 Round 14,2014,Bombers,101,+9,2.40,2.40,+8.5,1.91,Crows,92,-9,1.60,0.00,-8.5,0.00
2014-06-22,Showground,14.0,2014 Round 14,2014,Giants,100,+8,3.65,3.65,+23.5,1.91,Blues,92,-8,1.30,0.00,-23.5,0.00
2014-06-22,Marvel,14.0,2014 Round 14,2014,Saints,70,-33,5.50,0.00,+35.5,1.91,Eagles,103,+33,1.16,1.16,-35.5,0.00
2014-06-22,MCG,14.0,2014 Round 14,2014,Demons,66,-41,3.80,0.00,+23.5,0.00,Kangaroos,107,+41,1.28,1.28,-23.5,1.91
2014-06-27,Marvel,15.0,2014 Round 15,2014,Cats,89,+9,1.37,1.37,-18.5,0.00,Bombers,80,-9,3.20,0.00,+18.5,1.91
2014-06-28,UTAS,15.0,2014 Round 15,2014,Hawks,116,+53,1.15,1.15,-35.5,1.91,Suns,63,-53,5.75,0.00,+35.5,0.00
2014-06-28,Marvel,15.0,2014 Round 15,2014,Saints,73,-44,6.00,0.00,+38.5,0.00,Tigers,117,+44,1.14,1.14,-38.5,1.91
2014-06-28,Domain,15.0,2014 Round 15,2014,Dockers,88,+7,1.22,1.22,-25.5,0.00,Eagles,81,-7,4.50,0.00,+25.5,1.91
2014-06-28,Gabba,15.0,2014 Round 15,2014,Lions,70,+4,6.15,6.15,+37.5,1.91,Kangaroos,66,-4,1.13,0.00,-37.5,0.00
2014-06-28,SCG,15.0,2014 Round 15,2014,Swans,106,+46,1.06,1.06,-49.5,0.00,Giants,60,-46,10.00,0.00,+49.5,1.91
2014-06-29,Marvel,15.0,2014 Round 15,2014,Bulldogs,91,+6,1.75,1.75,-4.5,1.91,Demons,85,-6,2.10,0.00,+4.5,0.00
2014-06-29,Adelaide,15.0,2014 Round 15,2014,Crows,99,+23,3.10,3.10,+17.5,1.91,Power,76,-23,1.38,0.00,-17.5,0.00
2014-06-29,MCG,15.0,2014 Round 15,2014,Magpies,91,+15,1.26,1.26,-23.5,0.00,Blues,76,-15,4.05,0.00,+23.5,1.91
2014-07-04,Marvel,16.0,2014 Round 16,2014,Kangaroos,108,+20,4.00,4.00,+25.5,1.91,Hawks,88,-20,1.26,0.00,-25.5,0.00
2014-07-05,MCG,16.0,2014 Round 16,2014,Tigers,79,+25,1.12,1.12,-43.5,0.00,Lions,54,-25,6.75,0.00,+43.5,1.91
2014-07-05,Showground,16.0,2014 Round 16,2014,Giants,72,-68,4.15,0.00,+28.5,0.00,Crows,140,+68,1.25,1.25,-28.5,1.91
2014-07-05,Metricon,16.0,2014 Round 16,2014,Suns,80,+5,1.93,1.93,-1.5,1.95,Magpies,75,-5,1.90,0.00,-1.5,0.00
2014-07-05,TIO,16.0,2014 Round 16,2014,Demons,34,-63,6.75,0.00,+37.5,0.00,Dockers,97,+63,1.11,1.11,-37.5,1.91
2014-07-05,Adelaide,16.0,2014 Round 16,2014,Power,60,-2,1.21,0.00,-30.5,0.00,Bombers,62,+2,4.65,4.65,+30.5,1.91
2014-07-06,Marvel,16.0,2014 Round 16,2014,Blues,151,+85,1.18,1.18,-33.5,1.91,Saints,66,-85,5.20,0.00,+33.5,0.00
2014-07-06,Domain,16.0,2014 Round 16,2014,Eagles,51,-28,3.15,0.00,+16.5,0.00,Swans,79,+28,1.38,1.38,-16.5,1.91
2014-07-06,GMHBA,16.0,2014 Round 16,2014,Cats,69,+13,1.14,1.14,-36.5,0.00,Bulldogs,56,-13,6.00,0.00,+36.5,1.91
2014-07-11,Adelaide,17.0,2014 Round 17,2014,Crows,92,-12,2.15,0.00,+5.5,0.00,Hawks,104,+12,1.72,1.72,-5.5,1.91
2014-07-12,MCG,17.0,2014 Round 17,2014,Demons,36,-66,6.25,0.00,+35.5,0.00,Cats,102,+66,1.12,1.12,-35.5,1.91
2014-07-12,Blundstone,17.0,2014 Round 17,2014,Kangaroos,92,+59,1.02,1.02,-59.5,0.00,Saints,33,-59,14.00,0.00,+59.5,1.91
2014-07-12,Cazaly's,17.0,2014 Round 17,2014,Bulldogs,94,+28,2.30,2.30,+8.5,1.91,Suns,66,-28,1.62,0.00,-8.5,0.00
2014-07-12,Gabba,17.0,2014 Round 17,2014,Lions,64,-12,2.70,0.00,+14.5,1.91,Eagles,76,+12,1.47,1.47,-14.5,0.00
2014-07-12,SCG,17.0,2014 Round 17,2014,Swans,122,+71,1.12,1.12,-37.5,1.91,Blues,51,-71,6.50,0.00,+37.5,0.00
2014-07-13,Marvel,17.0,2014 Round 17,2014,Tigers,126,+20,2.60,2.60,+12.5,1.91,Power,106,-20,1.50,0.00,-12.5,0.00
2014-07-13,Domain,17.0,2014 Round 17,2014,Dockers,136,+76,1.01,1.01,-69.5,1.91,Giants,60,-76,17.00,0.00,+69.5,0.00
2014-07-13,MCG,17.0,2014 Round 17,2014,Bombers,103,+64,2.55,2.55,+12.5,1.91,Magpies,39,-64,1.52,0.00,-12.5,0.00
2014-07-18,Marvel,18.0,2014 Round 18,2014,Blues,109,+23,4.00,4.00,+27.5,1.91,Kangaroos,86,-23,1.25,0.00,-27.5,0.00
2014-07-19,Marvel,18.0,2014 Round 18,2014,Saints,118,+58,12.00,12.00,+56.5,1.91,Dockers,60,-58,1.03,0.00,-56.5,0.00
2014-07-19,Showground,18.0,2014 Round 18,2014,Giants,87,-7,8.00,0.00,+41.5,1.91,Cats,94,+7,1.08,1.08,-41.5,0.00
2014-07-20,Adelaide,18.0,2014 Round 18,2014,Power,72,+3,1.07,1.07,-43.5,0.00,Demons,69,-3,8.50,0.00,+43.5,1.91
2014-07-20,Marvel,18.0,2014 Round 18,2014,Bulldogs,94,-7,3.10,0.00,+18.5,1.91,Bombers,101,+7,1.38,1.38,-18.5,0.00
2014-07-25,Domain,18.0,2014 Round 18,2014,Eagles,42,-17,1.56,0.00,-10.5,0.00,Tigers,59,+17,2.45,2.45,+10.5,1.91
2014-07-26,Gabba,18.0,2014 Round 18,2014,Lions,110,+54,2.60,2.60,+12.5,1.91,Suns,56,-54,1.50,0.00,-12.5,0.00
2014-07-26,MCG,18.0,2014 Round 18,2014,Hawks,104,+10,2.00,2.00,+2.5,1.91,Swans,94,-10,1.83,0.00,-2.5,0.00
2014-07-27,MCG,18.0,2014 Round 18,2014,Magpies,82,-16,1.83,0.00,-2.5,0.00,Crows,98,+16,2.00,2.00,+2.5,1.91
2014-07-31,Domain,19.0,2014 Round 19,2014,Dockers,83,+5,1.13,1.13,-39.5,0.00,Blues,78,-5,6.50,0.00,+39.5,1.91
2014-08-01,SCG,19.0,2014 Round 19,2014,Swans,79,+22,1.27,1.27,-26.5,0.00,Bombers,57,-22,3.85,0.00,+26.5,1.91
2014-08-02,Adelaide,19.0,2014 Round 19,2014,Crows,105,-31,1.20,0.00,-31.5,0.00,Eagles,136,+31,4.60,4.60,+31.5,1.91
2014-08-02,MCG,19.0,2014 Round 19,2014,Tigers,89,+27,1.07,1.07,-45.5,0.00,Giants,62,-27,8.50,0.00,+45.5,1.91
2014-08-02,Marvel,19.0,2014 Round 19,2014,Kangaroos,79,-32,2.30,0.00,+8.5,0.00,Cats,111,+32,1.62,1.62,-8.5,1.91
2014-08-02,Metricon,19.0,2014 Round 19,2014,Suns,117,+53,1.35,1.35,-19.5,1.91,Saints,64,-53,3.15,0.00,+19.5,0.00
2014-08-03,Marvel,19.0,2014 Round 19,2014,Demons,51,-23,1.72,0.00,-5.5,0.00,Lions,74,+23,2.12,2.12,+5.5,1.91
2014-08-03,UTAS,19.0,2014 Round 19,2014,Hawks,107,+62,1.12,1.12,-38.5,1.91,Bulldogs,45,-62,6.25,0.00,+38.5,0.00
2014-08-03,MCG,19.0,2014 Round 19,2014,Magpies,76,+6,2.20,2.20,+6.5,1.91,Power,70,-6,1.68,0.00,-6.5,0.00
2014-08-08,MCG,20.0,2014 Round 20,2014,Tigers,95,+18,2.40,2.40,+8.5,1.91,Bombers,77,-18,1.58,0.00,-8.5,0.00
2014-08-09,Canberra,20.0,2014 Round 20,2014,Giants,51,-75,6.00,0.00,+34.5,0.00,Kangaroos,126,+75,1.14,1.14,-34.5,1.91
2014-08-09,Marvel,20.0,2014 Round 20,2014,Blues,97,+39,1.50,1.50,-14.5,1.91,Suns,58,-39,2.65,0.00,+14.5,0.00
2014-08-09,MCG,20.0,2014 Round 20,2014,Hawks,115,+50,1.03,1.03,-56.5,0.00,Demons,65,-50,14.00,0.00,+56.5,1.91
2014-08-09,Adelaide,20.0,2014 Round 20,2014,Power,58,-26,3.15,0.00,+16.5,0.00,Swans,84,+26,1.38,1.38,-16.5,1.91
2014-08-09,GMHBA,20.0,2014 Round 20,2014,Cats,81,+2,1.43,1.43,-14.5,0.00,Dockers,79,-2,2.95,0.00,+14.5,1.91
2014-08-10,Gabba,20.0,2014 Round 20,2014,Lions,63,-105,3.00,0.00,+15.5,0.00,Crows,168,+105,1.41,1.41,-15.5,1.91
2014-08-10,Domain,20.0,2014 Round 20,2014,Eagles,126,+60,1.70,1.70,-6.5,1.91,Magpies,66,-60,2.20,0.00,+6.5,0.00
2014-08-10,Marvel,20.0,2014 Round 20,2014,Saints,99,-23,3.30,0.00,+22.5,0.00,Bulldogs,122,+23,1.35,1.35,-22.5,1.91
2014-08-15,Marvel,21.0,2014 Round 21,2014,Blues,76,-6,2.60,0.00,+12.5,1.91,Cats,82,+6,1.50,1.50,-12.5,0.00
2014-08-16,SCG,21.0,2014 Round 21,2014,Swans,127,+71,1.01,1.01,-67.5,1.91,Saints,56,-71,17.00,0.00,+67.5,0.00
2014-08-16,Metricon,21.0,2014 Round 21,2014,Suns,47,-9,2.95,0.00,+16.5,1.91,Power,56,+9,1.40,1.40,-16.5,0.00
2014-08-16,Marvel,21.0,2014 Round 21,2014,Bombers,77,+3,1.57,1.57,-9.5,0.00,Eagles,74,-3,2.45,0.00,+9.5,1.91
2014-08-16,Adelaide,21.0,2014 Round 21,2014,Crows,69,-10,1.45,0.00,-15.5,0.00,Tigers,79,+10,2.75,2.75,+15.5,1.91
2014-08-16,MCG,21.0,2014 Round 21,2014,Magpies,56,-67,1.14,0.00,-37.5,0.00,Lions,123,+67,5.75,5.75,+37.5,1.91
2014-08-17,Marvel,21.0,2014 Round 21,2014,Kangaroos,111,+50,1.37,1.37,-20.5,1.91,Bulldogs,61,-50,3.10,0.00,+20.5,0.00
2014-08-17,Domain,21.0,2014 Round 21,2014,Dockers,110,+19,1.63,1.63,-7.5,1.91,Hawks,91,-19,2.30,0.00,+7.5,0.00
2014-08-17,MCG,21.0,2014 Round 21,2014,Demons,34,-64,1.50,0.00,-12.5,0.00,Giants,98,+64,2.60,2.60,+12.5,1.91
2014-08-22,Adelaide,22.0,2014 Round 22,2014,Power,140,+103,1.32,1.32,-21.5,1.91,Blues,37,-103,3.35,0.00,+21.5,0.00
2014-08-23,Blundstone,22.0,2014 Round 22,2014,Kangaroos,101,+7,1.72,1.72,-5.5,1.91,Crows,94,-7,2.12,0.00,+5.5,0.00
2014-08-23,Marvel,22.0,2014 Round 22,2014,Bombers,108,+19,1.16,1.16,-32.5,0.00,Suns,89,-19,5.25,0.00,+32.5,1.91
2014-08-23,Showground,22.0,2014 Round 22,2014,Giants,67,-8,2.55,0.00,+11.5,1.91,Magpies,75,+8,1.52,1.52,-11.5,0.00
2014-08-23,Domain,22.0,2014 Round 22,2014,Eagles,119,+66,1.03,1.03,-60.5,1.91,Demons,53,-66,12.00,0.00,+60.5,0.00
2014-08-23,MCG,22.0,2014 Round 22,2014,Hawks,94,+23,1.55,1.55,-10.5,1.91,Cats,71,-23,2.45,0.00,+10.5,0.00
2014-08-24,Gabba,22.0,2014 Round 22,2014,Lions,48,-58,4.00,0.00,+26.5,0.00,Dockers,106,+58,1.25,1.25,-26.5,1.91
2014-08-24,Marvel,22.0,2014 Round 22,2014,Bulldogs,67,-63,5.50,0.00,+34.5,0.00,Swans,130,+63,1.15,1.15,-34.5,1.91
2014-08-24,MCG,22.0,2014 Round 22,2014,Tigers,98,+26,1.10,1.10,-43.5,0.00,Saints,72,-26,7.00,0.00,+43.5,1.91
2014-08-29,MCG,23.0,2014 Round 23,2014,Magpies,56,-65,9.50,0.00,+49.5,0.00,Hawks,121,+65,1.07,1.07,-49.5,1.91
2014-08-30,Domain,23.0,2014 Round 23,2014,Dockers,105,+8,1.45,1.45,-14.5,0.00,Power,97,-8,2.75,0.00,+14.5,1.91
2014-08-30,MCG,23.0,2014 Round 23,2014,Blues,90,+0,2.75,1.38,+15.5,1.91,Bombers,90,+0,1.45,0.72,-15.5,0.00
2014-08-30,ANZ,23.0,2014 Round 23,2014,Swans,65,-3,1.33,0.00,-22.5,0.00,Tigers,68,+3,3.35,3.35,+22.5,1.91
2014-08-30,Marvel,23.0,2014 Round 23,2014,Kangaroos,123,+30,1.08,1.08,-44.5,0.00,Demons,93,-30,8.00,0.00,+44.5,1.91
2014-08-30,GMHBA,23.0,2014 Round 23,2014,Cats,143,+62,1.11,1.11,-38.5,1.91,Lions,81,-62,6.50,0.00,+38.5,0.00
2014-08-31,Metricon,23.0,2014 Round 23,2014,Suns,99,-52,2.90,0.00,+17.5,0.00,Eagles,151,+52,1.42,1.42,-17.5,1.91
2014-08-31,Adelaide,23.0,2014 Round 23,2014,Crows,141,+79,1.02,1.02,-58.5,1.91,Saints,62,-79,13.00,0.00,+58.5,0.00
2014-08-31,Marvel,23.0,2014 Round 23,2014,Bulldogs,109,-6,1.28,0.00,-24.5,0.00,Giants,115,+6,3.60,3.60,+24.5,1.91
2014-09-05,MCG,24.0,2014 Finals Week 1,2014,Hawks,104,+36,1.52,1.52,-13.5,1.91,Cats,68,-36,2.60,0.00,+13.5,0.00
2014-09-06,ANZ,24.0,2014 Finals Week 1,2014,Swans,93,+24,1.55,1.55,-10.5,1.91,Dockers,69,-24,2.45,0.00,+10.5,0.00
2014-09-06,MCG,24.0,2014 Finals Week 1,2014,Kangaroos,93,+12,1.75,1.75,-5.5,1.92,Bombers,81,-12,2.12,0.00,+5.5,0.00
2014-09-07,Adelaide,24.0,2014 Finals Week 1,2014,Power,132,+57,1.44,1.44,-15.5,1.92,Tigers,75,-57,2.90,0.00,+15.5,0.00
2014-09-12,MCG,25.0,2014 Finals Week 2,2014,Cats,92,-6,1.75,0.00,-5,0.00,Kangaroos,98,+6,2.15,2.15,+5,1.92
2014-09-13,Domain,25.0,2014 Finals Week 2,2014,Dockers,83,-22,1.63,0.00,-7.5,0.00,Power,105,+22,2.30,2.30,+7.5,1.91
2014-09-19,ANZ,26.0,2014 Finals Week 3,2014,Swans,136,+71,1.20,1.20,-30.5,1.91,Kangaroos,65,-71,4.80,0.00,+30.5,0.00
2014-09-20,MCG,26.0,2014 Finals Week 3,2014,Hawks,97,+3,1.30,1.30,-21.5,0.00,Power,94,-3,3.70,0.00,+21.5,1.91
2014-09-27,MCG,27.0,2014 Grand Final,2014,Swans,74,-63,1.65,0.00,-7.5,0.00,Hawks,137,+63,2.30,2.30,+7.5,1.92
2013-03-22,AAMI,1.0,2013 Round 1,2013,Crows,82,-35,1.50,0.00,-13.5,0.00,Bombers,117,+35,2.60,2.60,+13.5,1.91
2013-03-23,Domain,1.0,2013 Round 1,2013,Dockers,108,+28,1.78,1.78,-3.5,1.91,Eagles,80,-28,2.08,0.00,+3.5,0.00
2013-03-28,MCG,1.0,2013 Round 1,2013,Blues,101,-5,1.94,0.00,-3.5,0.00,Tigers,106,+5,1.90,1.90,-3.5,1.95
2013-03-30,Marvel,1.0,2013 Round 1,2013,Bulldogs,127,+68,4.40,4.40,+26.5,1.91,Lions,59,-68,1.22,0.00,-26.5,0.00
2013-03-30,ANZ,1.0,2013 Round 1,2013,Giants,76,-30,12.00,0.00,+54.5,1.91,Swans,106,+30,1.04,1.04,-54.5,0.00
2013-03-30,Metricon,1.0,2013 Round 1,2013,Suns,90,+13,3.25,3.25,+20.5,1.91,Saints,77,-13,1.35,0.00,-20.5,0.00
2013-03-31,MCG,1.0,2013 Round 1,2013,Demons,54,-79,1.83,0.00,-2.5,0.00,Power,133,+79,2.00,2.00,+2.5,1.91
2013-03-31,Marvel,1.0,2013 Round 1,2013,Kangaroos,87,-16,2.30,0.00,+7.5,0.00,Magpies,103,+16,1.65,1.65,-7.5,1.91
2013-04-01,MCG,1.0,2013 Round 1,2013,Hawks,86,-7,1.62,0.00,-7.5,0.00,Cats,93,+7,2.35,2.35,+7.5,1.91
2013-04-05,MCG,2.0,2013 Round 2,2013,Saints,82,-17,3.05,0.00,+18.5,1.91,Tigers,99,+17,1.38,1.38,-18.5,0.00
2013-04-06,SCG,2.0,2013 Round 2,2013,Swans,114,+41,1.08,1.08,-42.5,0.00,Suns,73,-41,8.25,0.00,+42.5,1.91
2013-04-06,Marvel,2.0,2013 Round 2,2013,Bulldogs,78,-28,3.25,0.00,+20.5,0.00,Dockers,106,+28,1.35,1.35,-20.5,1.91
2013-04-06,Gabba,2.0,2013 Round 2,2013,Lions,77,-19,2.02,0.00,+3.5,0.00,Crows,96,+19,1.82,1.82,-3.5,1.91
2013-04-06,AAMI,2.0,2013 Round 2,2013,Power,134,+56,1.14,1.14,-37.5,1.91,Giants,78,-56,6.00,0.00,+37.5,0.00
2013-04-06,MCG,2.0,2013 Round 2,2013,Bombers,184,+148,1.08,1.08,-43.5,1.91,Demons,36,-148,8.25,0.00,+43.5,0.00
2013-04-07,Marvel,2.0,2013 Round 2,2013,Cats,112,+4,1.44,1.44,-15.5,0.00,Kangaroos,108,-4,2.86,0.00,+15.5,1.91
2013-04-07,Domain,2.0,2013 Round 2,2013,Eagles,98,-50,2.00,0.00,+2.5,0.00,Hawks,148,+50,1.84,1.84,-2.5,1.91
2013-04-07,MCG,2.0,2013 Round 2,2013,Magpies,117,+17,1.44,1.44,-15.5,1.91,Blues,100,-17,2.85,0.00,+15.5,0.00
2013-04-12,Domain,3.0,2013 Round 3,2013,Dockers,68,-4,1.40,0.00,-15.5,0.00,Bombers,72,+4,3.00,3.00,+15.5,1.91
2013-04-13,Blundstone,3.0,2013 Round 3,2013,Kangaroos,92,-39,2.17,0.00,+5.5,0.00,Swans,131,+39,1.72,1.72,-5.5,1.91
2013-04-13,MCG,3.0,2013 Round 3,2013,Demons,83,-94,12.00,0.00,+62.5,0.00,Eagles,177,+94,1.04,1.04,-62.5,1.91
2013-04-13,Canberra,3.0,2013 Round 3,2013,Giants,68,-72,5.00,0.00,+34.5,0.00,Saints,140,+72,1.19,1.19,-34.5,1.91
2013-04-13,Marvel,3.0,2013 Round 3,2013,Cats,119,+16,1.52,1.52,-12.5,1.91,Blues,103,-16,2.60,0.00,+12.5,0.00
2013-04-13,Metricon,3.0,2013 Round 3,2013,Suns,92,-2,2.65,0.00,+13.5,1.91,Lions,94,+2,1.50,1.50,-13.5,0.00
2013-04-14,Marvel,3.0,2013 Round 3,2013,Tigers,135,+67,1.26,1.26,-27.5,1.91,Bulldogs,68,-67,4.00,0.00,+27.5,0.00
2013-04-14,MCG,3.0,2013 Round 3,2013,Magpies,90,-55,2.45,0.00,+9.5,0.00,Hawks,145,+55,1.58,1.58,-9.5,1.91
2013-04-14,AAMI,3.0,2013 Round 3,2013,Power,118,+9,2.80,2.80,+15.5,1.91,Crows,109,-9,1.45,0.00,-15.5,0.00
2013-04-19,SCG,4.0,2013 Round 4,2013,Swans,103,-21,1.58,0.00,-8.5,0.00,Cats,124,+21,2.45,2.45,+8.5,1.93
2013-04-20,UTAS,4.0,2013 Round 4,2013,Hawks,118,+42,1.15,1.15,-34.5,1.91,Dockers,76,-42,5.70,0.00,+34.5,0.00
2013-04-20,MCG,4.0,2013 Round 4,2013,Tigers,79,-34,1.91,0.00,-1.5,0.00,Magpies,113,+34,1.91,1.91,-1.5,1.93
2013-04-20,Marvel,4.0,2013 Round 4,2013,Saints,91,-37,2.55,0.00,+12.5,0.00,Bombers,128,+37,1.53,1.53,-12.5,1.91
2013-04-20,Domain,4.0,2013 Round 4,2013,Eagles,65,-24,1.44,0.00,-17.5,0.00,Blues,89,+24,2.90,2.90,+17.5,1.91
2013-04-20,Metricon,4.0,2013 Round 4,2013,Suns,66,-38,3.05,0.00,+17.5,0.00,Power,104,+38,1.40,1.40,-17.5,1.91
2013-04-21,MCG,4.0,2013 Round 4,2013,Demons,144,+41,1.48,1.48,-14.5,1.91,Giants,103,-41,2.65,0.00,+14.5,0.00
2013-04-21,AAMI,4.0,2013 Round 4,2013,Crows,80,+52,1.11,1.11,-40.5,1.91,Bulldogs,28,-52,6.75,0.00,+40.5,0.00
2013-04-21,Marvel,4.0,2013 Round 4,2013,Kangaroos,125,+63,1.28,1.28,-23.5,1.91,Lions,62,-63,3.65,0.00,+23.5,0.00
2013-04-25,MCG,5.0,2013 Round 5,2013,Bombers,121,+46,2.25,2.25,+7.5,1.91,Magpies,75,-46,1.67,0.00,-7.5,0.00
2013-04-25,Westpac,5.0,2013 Round 5,2013,Saints,63,-16,5.35,0.00,+28.5,1.91,Swans,79,+16,1.17,1.17,-28.5,0.00
2013-04-26,Domain,5.0,2013 Round 5,2013,Dockers,81,+1,1.40,1.40,-17.5,0.00,Tigers,80,-1,3.05,0.00,+17.5,1.91
2013-04-27,Canberra,5.0,2013 Round 5,2013,Giants,104,-44,3.60,0.00,+19.5,0.00,Suns,148,+44,1.31,1.31,-19.5,1.91
2013-04-27,MCG,5.0,2013 Round 5,2013,Blues,115,+32,1.40,1.40,-15.5,1.91,Crows,83,-32,3.00,0.00,+15.5,0.00
2013-04-27,AAMI,5.0,2013 Round 5,2013,Power,84,+5,2.00,2.00,+2.5,1.91,Eagles,79,-5,1.85,0.00,-2.5,0.00
2013-04-27,Marvel,5.0,2013 Round 5,2013,Bulldogs,86,-21,19.00,0.00,+65.5,1.91,Cats,107,+21,1.01,1.01,-65.5,0.00
2013-04-28,Gabba,5.0,2013 Round 5,2013,Lions,122,+28,1.21,1.21,-33.5,0.00,Demons,94,-28,4.65,0.00,+33.5,1.91
2013-04-28,MCG,5.0,2013 Round 5,2013,Hawks,99,+3,1.16,1.16,-32.5,0.00,Kangaroos,96,-3,5.50,0.00,+32.5,1.91
2013-05-03,Marvel,6.0,2013 Round 6,2013,Magpies,103,+26,1.24,1.24,-23.5,1.91,Saints,77,-26,4.20,0.00,+23.5,0.00
2013-05-04,Marvel,6.0,2013 Round 6,2013,Bombers,120,+39,1.01,1.01,-92.5,0.00,Giants,81,-39,21.00,0.00,+92.5,1.91
2013-05-04,Blundstone,6.0,2013 Round 6,2013,Kangaroos,93,+10,1.37,1.37,-16.5,0.00,Power,83,-10,3.17,0.00,+16.5,1.91
2013-05-04,AAMI,6.0,2013 Round 6,2013,Crows,78,-11,4.85,0.00,+24.5,1.91,Hawks,89,+11,1.20,1.20,-24.5,0.00
2013-05-04,MCG,6.0,2013 Round 6,2013,Tigers,87,-44,3.05,0.00,+16.5,0.00,Cats,131,+44,1.40,1.40,-16.5,1.91
2013-05-04,Metricon,6.0,2013 Round 6,2013,Suns,54,-45,2.75,0.00,+13.5,0.00,Dockers,99,+45,1.46,1.46,-13.5,1.91
2013-05-05,SCG,6.0,2013 Round 6,2013,Swans,115,+60,1.05,1.05,-43.5,1.91,Lions,55,-60,11.00,0.00,+43.5,0.00
2013-05-05,Domain,6.0,2013 Round 6,2013,Eagles,137,+70,1.03,1.03,-56.5,1.91,Bulldogs,67,-70,14.00,0.00,+56.5,0.00
2013-05-05,MCG,6.0,2013 Round 6,2013,Blues,121,+61,1.02,1.02,-66.5,0.00,Demons,60,-61,16.00,0.00,+66.5,1.91
2013-05-10,Marvel,7.0,2013 Round 7,2013,Cats,113,+28,1.68,1.68,-7.5,1.91,Bombers,85,-28,2.25,0.00,+7.5,0.00
2013-05-11,AAMI,7.0,2013 Round 7,2013,Power,73,-41,1.58,0.00,-10.5,0.00,Tigers,114,+41,2.45,2.45,+10.5,1.91
2013-05-11,Gabba,7.0,2013 Round 7,2013,Lions,82,-26,4.45,0.00,+23.5,0.00,Eagles,108,+26,1.22,1.22,-23.5,1.91
2013-05-11,Marvel,7.0,2013 Round 7,2013,Bulldogs,97,-54,8.50,0.00,+37.5,0.00,Kangaroos,151,+54,1.08,1.08,-37.5,1.91
2013-05-11,Domain,7.0,2013 Round 7,2013,Dockers,100,+27,2.45,2.45,+9.5,1.91,Magpies,73,-27,1.58,0.00,-9.5,0.00
2013-05-11,MCG,7.0,2013 Round 7,2013,Hawks,119,+37,1.46,1.46,-14.5,1.91,Swans,82,-37,2.80,0.00,+14.5,0.00
2013-05-12,Showground,7.0,2013 Round 7,2013,Giants,52,-135,11.00,0.00,+49.5,0.00,Crows,187,+135,1.05,1.05,-49.5,1.91
2013-05-12,MCG,7.0,2013 Round 7,2013,Demons,54,-60,2.18,0.00,+5.5,0.00,Suns,114,+60,1.72,1.72,-5.5,1.91
2013-05-13,Marvel,7.0,2013 Round 7,2013,Saints,77,+9,4.25,4.25,+24.5,1.91,Blues,68,-9,1.24,0.00,-24.5,0.00
2013-05-17,Domain,8.0,2013 Round 8,2013,Eagles,90,+2,1.40,1.40,-18.5,0.00,Kangaroos,88,-2,3.05,0.00,+18.5,1.91
2013-05-18,Marvel,8.0,2013 Round 8,2013,Bombers,86,-10,1.04,0.00,-50.5,0.00,Lions,96,+10,12.00,12.00,+50.5,1.91
2013-05-18,UTAS,8.0,2013 Round 8,2013,Hawks,140,+83,1.01,1.01,-102.5,0.00,Giants,57,-83,21.00,0.00,+102.5,1.91
2013-05-18,Metricon,8.0,2013 Round 8,2013,Suns,93,+32,1.65,1.65,-9.5,1.91,Bulldogs,61,-32,2.30,0.00,+9.5,0.00
2013-05-18,SCG,8.0,2013 Round 8,2013,Swans,70,+0,1.36,0.68,-18.5,0.00,Dockers,70,+0,3.25,1.62,+18.5,1.91
2013-05-18,MCG,8.0,2013 Round 8,2013,Magpies,102,+6,3.25,3.25,+20.5,1.91,Cats,96,-6,1.36,0.00,-20.5,0.00
2013-05-19,Marvel,8.0,2013 Round 8,2013,Blues,109,+18,1.41,1.41,-17.5,1.91,Power,91,-18,3.00,0.00,+17.5,0.00
2013-05-19,MCG,8.0,2013 Round 8,2013,Tigers,106,+34,1.03,1.03,-71.5,0.00,Demons,72,-34,13.50,0.00,+71.5,1.91
2013-05-19,AAMI,8.0,2013 Round 8,2013,Crows,87,+40,1.34,1.34,-21.5,1.91,Saints,47,-40,3.40,0.00,+21.5,0.00
2013-05-24,MCG,9.0,2013 Round 9,2013,Magpies,55,-47,1.65,0.00,-7.5,0.00,Swans,102,+47,2.30,2.30,+7.5,1.91
